Briar Patch|G|{1}{G}{G}
Briar Shield|G|{G}
Briarberry Cohort|U|{1}{U}
Briarblade Adept|B|{4}{B}
Briarbridge Patrol|G|{3}{G}
Briarhorn|G|{3}{G}
Briarknit Kami|G|{3}{G}{G}
Briarpack Alpha|G|{3}{G}
Briber's Purse||{X}
Bribery|U|{3}{U}{U}
Bridge from Below|B|{B}{B}{B}
Bright Reprisal|W|{4}{W}
Brightclimb Pathway // Grimclimb Pathway|B,W|
Brightflame|R,W|{X}{R}{R}{W}{W}
Brighthearth Banneret|R|{1}{R}
Brightling|W|{1}{W}{W}
Brightmare|W|{2}{W}
Brightstone Ritual|R|{R}
Brightwood Tracker|G|{3}{G}
Brigid, Hero of Kinsbaile|W|{2}{W}{W}
Brilliant Halo|W|{1}{W}
Brilliant Plan|U|{4}{U}
Brilliant Spectrum|U|{3}{U}
Brilliant Ultimatum|B,U,W|{W}{W}{U}{U}{U}{B}{B}
Brimaz, King of Oreskos|W|{1}{W}{W}
Brimstone Dragon|R|{6}{R}{R}
Brimstone Mage|R|{2}{R}
Brimstone Trebuchet|R|{2}{R}
Brimstone Volley|R|{2}{R}
Brindle Boar|G|{2}{G}
Brindle Shoat|G|{1}{G}
Brine Elemental|U|{4}{U}{U}
Brine Giant|U|{6}{U}
Brine Hag|U|{2}{U}{U}
Brine Seer|U|{3}{U}
Brine Shaman|B,U|{1}{B}
Brineborn Cutthroat|U|{1}{U}
Brinelin, the Moon Kraken|U|{6}{U}{U}
Bring Down|W|{3}{W}
Bring Low|R|{3}{R}
Bring to Light|G,U|{3}{G}{U}
Bring to Trial|W|{2}{W}
Bringer of the Black Dawn|B,G,R,U,W|{7}{B}{B}
Bringer of the Blue Dawn|B,G,R,U,W|{7}{U}{U}
Bringer of the Green Dawn|B,G,R,U,W|{7}{G}{G}
Bringer of the Red Dawn|B,G,R,U,W|{7}{R}{R}
Bringer of the White Dawn|B,G,R,U,W|{7}{W}{W}
Brink of Disaster|B|{2}{B}{B}
Brink of Madness|B|{2}{B}{B}
Brion Stoutarm|R,W|{2}{R}{W}
Brisela, Voice of Nightmares|W|
Bristling Boar|G|{3}{G}
Bristling Hydra|G|{2}{G}{G}
Brittle Effigy||{1}
Broken Ambitions|U|{X}{U}
Broken Bond|G|{1}{G}
Broken Concentration|U|{1}{U}{U}
Broken Dam|U|{U}
Broken Fall|G|{2}{G}
Broken Visage|B|{4}{B}
Broken Wings|G|{2}{G}
Brokkos, Apex of Forever|B,G,U|{2}{B}{G}{U}
Brontotherium|G|{4}{G}{G}
Bronze Bombshell||{4}
Bronze Calendar||{4}
Bronze Horse||{7}
Bronze Sable||{2}
Bronze Sword||{1}
Bronze Tablet||{6}
Bronzebeak Moa|G,W|{2}{G}{W}
Bronzehide Lion|G,W|{G}{W}
Brood Birthing|R|{1}{R}
Brood Butcher|B,G|{3}{B}{G}
Brood Keeper|R|{3}{R}
Brood Monitor|G|{4}{G}{G}
Brood Sliver|G|{4}{G}
Brood of Cockroaches|B|{1}{B}
Broodbirth Viper|U|{4}{U}
Broodhatch Nantuko|G|{1}{G}
Broodhunter Wurm|G|{3}{G}
Brooding Saurian|G|{2}{G}{G}
Broodmate Dragon|B,G,R|{3}{B}{R}{G}
Broodstar|U|{8}{U}{U}
Broodwarden|G|{3}{G}{G}
Brothers Yamazaki|R|{2}{R}
Brothers of Fire|R|{1}{R}{R}
Brought Back|W|{W}{W}
Browbeat|R|{2}{R}
Brown Ouphe|G|{G}
Browse|U|{2}{U}{U}
Brudiclad, Telchor Engineer|R,U|{4}{U}{R}
Bruna, Light of Alabaster|U,W|{3}{W}{W}{U}
Bruna, the Fading Light // Brisela, Voice of Nightmares|W|{5}{W}{W}
Bruse Tarl, Boorish Herder|R,W|{2}{R}{W}
Brush with Death|B|{2}{B}
Brushfire Elemental|G,R|{R}{G}
Brushland|G,W|
Brushstrider|G|{1}{G}
Brushstroke Paintermage|U|{3}{U}
Brushwagg|G|{1}{G}{G}
Brutal Deceiver|R|{2}{R}
Brutal Expulsion|R,U|{2}{U}{R}
Brutal Hordechief|B,R,W|{3}{B}
Brutal Nightstalker|B|{3}{B}{B}
Brutal Suppression|R|{R}
Brutalizer Exarch|G|{5}{G}
Brute Force|R|{R}
Brute Strength|R|{1}{R}
Bruvac the Grandiloquent|U|{2}{U}
Bubble Matrix||{4}
Bubble Snare|U|{U}
Bubbling Beebles|U|{4}{U}
Bubbling Cauldron||{2}
Bubbling Muck|B|{B}
Buccaneer's Bravado|R|{1}{R}
Bucket List|R,U|{1}{U}{R}
Budoka Gardener // Dokai, Weaver of Life|G|{1}{G}
Budoka Pupil // Ichiga, Who Topples Oaks|G|{1}{G}{G}
Builder's Bane|R|{X}{X}{R}
Builder's Blessing|W|{3}{W}
Built to Last|W|{W}
Built to Smash|R|{R}
Bull Aurochs|G|{1}{G}
Bull Cerodon|R,W|{4}{R}{W}
Bull Elephant|G|{3}{G}
Bull Hippo|G|{3}{G}
Bull Rush|R|{R}
Bull-Rush Bruiser|R|{3}{R}
Bullwhip||{4}
Bulwark|R|{3}{R}{R}
Bulwark Giant|W|{5}{W}
Bumbling Pangolin|R|{3}{R}
Bump in the Night|B,R|{B}
Buoyancy|U|{1}{U}
Burden of Greed|B|{3}{B}
Burden of Guilt|W|{W}
Bureaucracy|U|{3}{U}{U}
Burgeoning|G|{G}
Burglar Rat|B|{1}{B}
Buried Alive|B|{2}{B}
Buried Ogre|B|{1}{B}{B}{B}
Buried Ruin||
Burlfist Oak|G|{2}{G}{G}
Burn Away|R|{4}{R}
Burn Bright|R|{2}{R}
Burn Trail|R|{3}{R}
Burn at the Stake|R|{2}{R}{R}{R}
Burn from Within|R|{X}{R}
Burn the Impure|R|{1}{R}
Burning Anger|R|{4}{R}
Burning Cinder Fury of Crimson Chaos Fire|R|{3}{R}
Burning Cloak|R|{R}
Burning Earth|R|{3}{R}
Burning Fields|R|{4}{R}
Burning Inquiry|R|{R}
Burning Oil|R,W|{1}{R}
Burning Palm Efreet|R|{2}{R}{R}
Burning Prophet|R|{1}{R}
Burning Sands|R|{3}{R}{R}
Burning Shield Askari|R|{2}{R}
Burning Sun's Avatar|R|{3}{R}{R}{R}
Burning Vengeance|R|{2}{R}
Burning Wish|R|{1}{R}
Burning of Xinye|R|{4}{R}{R}
Burning-Eye Zubera|R|{2}{R}{R}
Burning-Fist Minotaur|R|{1}{R}
Burning-Tree Bloodscale|G,R|{2}{R}{G}
Burning-Tree Emissary|G,R|{R/G}{R/G}
Burning-Tree Shaman|G,R|{1}{R}{G}
Burning-Tree Vandal|R|{2}{R}
Burning-Yard Trainer|R|{4}{R}
Burnished Hart||{3}
Burnout|R|{1}{R}
Burnt Offering|B,R|{B}
Burr Grafter|G|{3}{G}
Burrenton Bombardier|W|{2}{W}
Burrenton Forge-Tender|W|{W}
Burrenton Shield-Bearers|W|{4}{W}
Burrowing|R|{R}
Burst Lightning|R|{R}
Burst of Energy|W|{W}
Burst of Speed|R|{R}
Burst of Strength|G|{G}
Bursting Beebles|U|{2}{U}
Bushi Tenderfoot // Kenzo the Hardhearted|W|{W}
Bushmeat Poacher|B|{3}{B}
Butcher Ghoul|B|{1}{B}
Butcher Orgg|R|{4}{R}{R}{R}
Butcher of Malakir|B|{5}{B}{B}
Butcher of the Horde|B,R,W|{1}{R}{W}{B}
Butcher's Cleaver||{3}
Butcher's Glee|B|{2}{B}
Buzz Buggy||
Buzzing Whack-a-Doodle||{4}
By Force|R|{X}{R}
By Gnome Means|W|{2}{W}
Bygone Bishop|W|{2}{W}
Byway Courier|G|{2}{G}
Bösium Strip||{3}
Cabal Archon|B|{2}{B}
Cabal Coffers|B|
Cabal Conditioning|B|{6}{B}
Cabal Evangel|B|{1}{B}
Cabal Executioner|B|{2}{B}{B}
Cabal Inquisitor|B|{1}{B}
Cabal Interrogator|B|{1}{B}
Cabal Paladin|B|{3}{B}
Cabal Patriarch|B|{3}{B}{B}{B}
Cabal Pit|B|
Cabal Ritual|B|{1}{B}
Cabal Shrine|B|{1}{B}{B}
Cabal Slaver|B|{2}{B}
Cabal Stronghold|B|
Cabal Surgeon|B|{2}{B}{B}
Cabal Therapist|B|{B}
Cabal Therapy|B|{B}
Cabal Torturer|B|{1}{B}{B}
Cabal Trainee|B|{B}
Cache Raiders|U|{3}{U}{U}
Cached Defenses|G|{2}{G}
Cackling Counterpart|U|{1}{U}{U}
Cackling Fiend|B|{2}{B}{B}
Cackling Flames|R|{3}{R}
Cackling Imp|B|{2}{B}{B}
Cackling Witch|B|{1}{B}
Cacophodon|G|{3}{G}
Cadaver Imp|B|{1}{B}{B}
Cadaverous Bloom|B,G|{3}{B}{G}
Cadaverous Knight|B|{2}{B}
Cage of Hands|W|{2}{W}
Caged Sun||{6}
Caged Zombie|B|{2}{B}
Cagemail|W|{1}{W}
Cairn Wanderer|B|{4}{B}
Calamity Bearer|R|{2}{R}{R}
Calciderm|W|{2}{W}{W}
Calciform Pools|U,W|
Calcite Snapper|U|{1}{U}{U}
Calculated Dismissal|U|{2}{U}
Calculating Lich|B|{4}{B}{B}
Caldera Hellion|R|{3}{R}{R}
Caldera Kavu|B,G,R|{2}{R}
Caldera Lake|R,U|
Caligo Skin-Witch|B|{1}{B}
Calix, Destiny's Hand|G,W|{2}{G}{W}
Call for Blood|B|{4}{B}
Call for Unity|W|{3}{W}{W}
Call from the Grave|B|{2}{B}
Call of the Conclave|G,W|{G}{W}
Call of the Death-Dweller|B|{2}{B}
Call of the Full Moon|R|{1}{R}
Call of the Herd|G|{2}{G}
Call of the Nightwing|B,U|{2}{U}{B}
Call of the Wild|G|{2}{G}{G}
Call the Bloodline|B|{1}{B}
Call the Cavalry|W|{3}{W}
Call the Coppercoats|W|{2}{W}
Call the Gatewatch|W|{2}{W}
Call the Scions|G|{2}{G}
Call the Skybreaker|R,U|{5}{U/R}{U/R}
Call to Arms|W|{1}{W}
Call to Glory|W|{1}{W}
Call to Heel|U|{1}{U}
Call to Mind|U|{2}{U}
Call to Serve|W|{1}{W}
Call to the Feast|B,W|{2}{W}{B}
Call to the Grave|B|{4}{B}
Call to the Kindred|U|{3}{U}
Call to the Netherworld|B|{B}
Callaphe, Beloved of the Sea|U|{1}{U}{U}
Caller of Gales|U|{U}
Caller of the Claw|G|{2}{G}
Caller of the Hunt|G|{2}{G}
Caller of the Pack|G|{5}{G}{G}
Caller of the Untamed|G|{3}{G}
Callous Deceiver|U|{2}{U}
Callous Dismissal|U|{1}{U}
Callous Giant|R|{4}{R}{R}
Callous Oppressor|U|{1}{U}{U}
Callow Jushi // Jaraku the Interloper|U|{1}{U}{U}
Calming Licid|W|{2}{W}
Calming Verse|G|{3}{G}
Caltrops||{3}
Camaraderie|G,W|{4}{G}{W}
Camato Scout|U|{1}{U}{U}
Camel|W|{W}
Camouflage|G|{G}
Campaign of Vengeance|B,W|{3}{W}{B}
Canal Courier|U|{5}{U}
Canal Dredger||{4}
Canal Monitor|B|{4}{B}
Cancel|U|{1}{U}{U}
Candelabra of Tawnos||{1}
Candlelight Vigil|W|{3}{W}
Candles of Leng||{2}
Candles' Glow|W|{1}{W}
Canker Abomination|B,G|{2}{B/G}{B/G}
Cankerous Thirst|B,G|{3}{B/G}
Cannibalize|B|{1}{B}
Canopy Baloth|G|{3}{G}
Canopy Claws|G|{G}
Canopy Cover|G|{1}{G}
Canopy Crawler|G|{3}{G}
Canopy Dragon|G|{4}{G}{G}
Canopy Gorger|G|{4}{G}{G}
Canopy Spider|G|{1}{G}
Canopy Stalker|G|{3}{G}
Canopy Surge|G|{1}{G}
Canopy Tactician|G|{3}{G}
Canopy Vista|G,W|
Cantivore|W|{1}{W}{W}
Canyon Drake|R|{2}{R}{R}
Canyon Jerboa|W|{2}{W}
Canyon Lurkers|R|{4}{R}
Canyon Minotaur|R|{3}{R}
Canyon Slough|B,R|
Canyon Wildcat|R|{1}{R}
Cao Cao, Lord of Wei|B|{3}{B}{B}
Cao Ren, Wei Commander|B|{2}{B}{B}
Capashen Knight|W|{1}{W}
Capashen Standard|W|{W}
Capashen Templar|W|{2}{W}
Capashen Unicorn|W|{1}{W}
Capital Punishment|B|{4}{B}{B}
Capricious Efreet|R|{4}{R}{R}
Capricious Sorcerer|U|{2}{U}
Capricopian|G|{X}{G}
Capsize|U|{1}{U}{U}
Captain Lannery Storm|R|{2}{R}
Captain Sisay|G,W|{2}{G}{W}
Captain Vargus Wrath|R,U|{U}{R}
Captain of the Mists|U|{2}{U}
Captain of the Watch|W|{4}{W}{W}
Captain's Call|W|{3}{W}
Captain's Claws||{2}
Captain's Hook||{3}
Captain's Maneuver|R,W|{X}{R}{W}
Captivating Crew|R|{3}{R}
Captivating Glance|U|{2}{U}
Captivating Gyre|U|{4}{U}{U}
Captivating Unicorn|W|{4}{W}
Captivating Vampire|B|{1}{B}{B}
Captive Audience|B,R|{5}{B}{R}
Captive Flame|R|{2}{R}
Capture Sphere|U|{3}{U}
Capture of Jingzhou|U|{3}{U}{U}
Captured Sunlight|G,W|{2}{G}{W}
Captured by the Consulate|W|{3}{W}
Carapace|G|{G}
Carapace Forger|G|{1}{G}
Caravan Escort|W|{W}
Caravan Hurda|W|{4}{W}
Caravan Vigil|G|{G}
Carbonize|R|{2}{R}
Cardboard Carapace|G|{5}{G}
Cardpecker|W|{1}{W}
Careful Consideration|U|{2}{U}{U}
Careful Study|U|{U}
Caregiver|W|{W}
Careless Celebrant|R|{1}{R}
Caress of Phyrexia|B|{3}{B}{B}
Caribou Range|W|{2}{W}{W}
Carnage Altar||{2}
Carnage Gladiator|B,R|{2}{B}{R}
Carnage Tyrant|G|{4}{G}{G}
Carnage Wurm|G|{6}{G}
Carnassid|G|{4}{G}{G}
Carnifex Demon|B|{4}{B}{B}
Carnival // Carnage|B,R|{B/R}
Carnival Hellsteed|B,R|{4}{B}{R}
Carnival of Souls|B|{1}{B}
Carnivorous Death-Parrot|U|{1}{U}
Carnivorous Moss-Beast|G|{4}{G}{G}
Carnivorous Plant|G|{3}{G}
Carnophage|B|{B}
Carom|W|{1}{W}
Carpet of Flowers|G|{G}
Carrier Pigeons|W|{3}{W}
Carrier Thrall|B|{1}{B}
Carrion|B|{1}{B}{B}
Carrion Ants|B|{2}{B}{B}
Carrion Beetles|B|{B}
Carrion Call|G|{3}{G}
Carrion Crow|B|{2}{B}
Carrion Feeder|B|{B}
Carrion Grub|B|{3}{B}
Carrion Howler|B|{3}{B}
Carrion Imp|B|{3}{B}
Carrion Rats|B|{B}
Carrion Screecher|B|{3}{B}
Carrion Thrash|B,G,R|{2}{B}{R}{G}
Carrion Wall|B|{1}{B}{B}
Carrion Wurm|B|{3}{B}{B}
Carrionette|B|{1}{B}
Carry Away|U|{U}{U}
Cartel Aristocrat|B,W|{W}{B}
Cartographer|G|{2}{G}
Cartographer's Hawk|W|{1}{W}
Cartouche of Ambition|B|{2}{B}
Cartouche of Knowledge|U|{1}{U}
Cartouche of Solidarity|W|{W}
Cartouche of Strength|G|{2}{G}
Cartouche of Zeal|R|{R}
Carven Caryatid|G|{1}{G}{G}
Cascade Bluffs|R,U|
Cascade Seer|U|{3}{U}
Cascading Cataracts||
Cast Down|B|{1}{B}
Cast Out|W|{3}{W}
Cast Through Time|U|{4}{U}{U}{U}
Cast into Darkness|B|{1}{B}
Castaway's Despair|U|{3}{U}
Castigate|B,W|{W}{B}
Casting of Bones|B|{2}{B}
Castle|W|{3}{W}
Castle Ardenvale|W|
Castle Embereth|R|
Castle Garenbrig|G|
Castle Locthwain|B|
Castle Raptors|W|{4}{W}
Castle Sengir|B,R,U|
Castle Vantress|U|
Casualties of War|B,G|{2}{B}{B}{G}{G}
Cat Burglar|B|{3}{B}
Cat Warriors|G|{1}{G}{G}
Cataclysm|W|{2}{W}{W}
Cataclysmic Gearhulk|W|{3}{W}{W}
Catacomb Crocodile|B|{4}{B}
Catacomb Dragon|B|{4}{B}{B}
Catacomb Sifter|B,G|{1}{B}{G}
Catacomb Slug|B|{4}{B}
Catalog|U|{2}{U}
Catalyst Elemental|R|{2}{R}
Catalyst Stone||{2}
Catapult Master|W|{3}{W}{W}
Catapult Squad|W|{1}{W}
Catastrophe|W|{4}{W}{W}
Catch // Release|R,U,W|{1}{U}{R}
Cateran Brute|B|{2}{B}
Cateran Enforcer|B|{3}{B}{B}
Cateran Kidnappers|B|{2}{B}{B}
Cateran Overlord|B|{4}{B}{B}{B}
Cateran Persuader|B|{B}{B}
Cateran Slaver|B|{4}{B}{B}
Cateran Summons|B|{B}
Caterwauling Boggart|R|{3}{R}
Cathar's Companion|W|{2}{W}
Cathar's Shield||{0}
Cathars' Crusade|W|{3}{W}{W}
Cathartic Adept|U|{U}
Cathartic Reunion|R|{1}{R}
Cathedral Membrane|W|{1}{W/P}
Cathedral Sanctifier|W|{W}
Cathedral of Serra||
Cathedral of War||
Cathodion||{3}
Caught in the Brights|W|{2}{W}
Cauldron Dance|B,R|{4}{B}{R}
Cauldron Familiar|B|{B}
Cauldron Haze|B,W|{1}{W/B}
Cauldron of Souls||{5}
Cauldron's Gift|B|{4}{B}
Caustic Caterpillar|G|{G}
Caustic Crawler|B|{3}{B}{B}
Caustic Hound|B|{5}{B}
Caustic Rain|B|{2}{B}{B}
Caustic Tar|B|{4}{B}{B}
Caustic Wasps|G|{2}{G}
Cautery Sliver|R,W|{R}{W}
Cavalcade of Calamity|R|{1}{R}
Cavalier of Dawn|W|{2}{W}{W}{W}
Cavalier of Flame|R|{2}{R}{R}{R}
Cavalier of Gales|U|{2}{U}{U}{U}
Cavalier of Night|B|{2}{B}{B}{B}
Cavalier of Thorns|G|{2}{G}{G}{G}
Cavalry Drillmaster|W|{1}{W}
Cavalry Master|W|{2}{W}{W}
Cavalry Pegasus|W|{1}{W}
Cave People|R|{1}{R}{R}
Cave Sense|R|{1}{R}
Cave Tiger|G|{2}{G}
Cave of Temptation||
Cave-In|R|{3}{R}{R}
Cavern Crawler|R|{2}{R}
Cavern Harpy|B,U|{U}{B}
Cavern Lampad|B|{3}{B}
Cavern Thoctar|G,R|{5}{G}
Cavern Whisperer|B|{4}{B}
Cavern of Souls||
Caverns of Despair|R|{2}{R}{R}
Caves of Koilos|B,W|
Cazur, Ruthless Stalker|G|{3}{G}
Cease-Fire|W|{2}{W}
Ceaseless Searblades|R|{3}{R}
Celestial Ancient|W|{3}{W}{W}
Celestial Archon|W|{3}{W}{W}
Celestial Colonnade|U,W|
Celestial Convergence|W|{2}{W}{W}
Celestial Crusader|W|{2}{W}{W}
Celestial Dawn|W|{1}{W}{W}
Celestial Enforcer|W|{2}{W}
Celestial Flare|W|{W}{W}
Celestial Force|W|{5}{W}{W}{W}
Celestial Gatekeeper|W|{3}{W}{W}
Celestial Kirin|W|{2}{W}{W}
Celestial Mantle|W|{3}{W}{W}{W}
Celestial Messenger|U|{2}{U}{U}
Celestial Prism||{3}
Celestial Purge|W|{1}{W}
Celestial Sword||{6}
Celestine Cave Witch|B|{3}{B}
Celestine Reef||
Cellar Door||{2}
Cemetery Gate|B|{2}{B}
Cemetery Puca|B,U|{1}{U/B}{U/B}
Cemetery Reaper|B|{1}{B}{B}
Cemetery Recruitment|B|{1}{B}
Cenn's Enlistment|W|{3}{W}
Cenn's Heir|W|{1}{W}
Cenn's Tactician|W|{W}
Censor|U|{1}{U}
Censorship|U|{U}
Centaur Archer|G,R|{1}{R}{G}
Centaur Battlemaster|G|{3}{G}{G}
Centaur Chieftain|G|{3}{G}
Centaur Courser|G|{2}{G}
Centaur Garden|G|
Centaur Glade|G|{3}{G}{G}
Centaur Healer|G,W|{1}{G}{W}
Centaur Nurturer|G|{3}{G}
Centaur Omenreader|G|{3}{G}
Centaur Peacemaker|G,W|{1}{G}{W}
Centaur Rootcaster|G|{3}{G}
Centaur Safeguard|G,W|{2}{G/W}
Centaur Veteran|G|{5}{G}
Centaur Vinecrasher|G|{3}{G}
Centaur's Herald|G|{G}
Center Soul|W|{1}{W}
Cephalid Aristocrat|U|{4}{U}
Cephalid Broker|U|{3}{U}
Cephalid Coliseum|U|
Cephalid Constable|U|{1}{U}{U}
Cephalid Illusionist|U|{1}{U}
Cephalid Inkshrouder|U|{2}{U}
Cephalid Looter|U|{2}{U}
Cephalid Pathmage|U|{2}{U}
Cephalid Retainer|U|{2}{U}{U}
Cephalid Sage|U|{3}{U}
Cephalid Scout|U|{1}{U}
Cephalid Shrine|U|{1}{U}{U}
Cephalid Snitch|U|{1}{U}
Cephalid Vandal|U|{1}{U}
Cerebral Eruption|R|{2}{R}{R}
Cerebral Vortex|R,U|{1}{U}{R}
Ceremonial Guard|R|{2}{R}
Ceremonious Rejection|U|{U}
Cerodon Yearling|R,W|{R}{W}
Certain Death|B|{5}{B}
Cerulean Drake|U|{1}{U}
Cerulean Sphinx|U|{4}{U}{U}
Cerulean Wisps|U|{U}
Cerulean Wyvern|U|{4}{U}
Cessation|W|{2}{W}
Ceta Disciple|G,R,U|{U}
Ceta Sanctuary|U|{2}{U}
Cetavolver|G,R,U|{1}{U}
Chain Lightning|R|{R}
Chain Reaction|R|{2}{R}{R}
Chain Stasis|U|{U}
Chain of Acid|G|{3}{G}
Chain of Plasma|R|{1}{R}
Chain of Silence|W|{1}{W}
Chain of Smog|B|{1}{B}
Chain of Vapor|U|{U}
Chain to Memory|U|{U}
Chainbreaker||{2}
Chained Brute|R|{1}{R}
Chained Throatseeker|U|{5}{U}
Chained to the Rocks|W|{W}
Chainer's Edict|B|{1}{B}
Chainer's Torment|B|{3}{B}
Chainer, Dementia Master|B|{3}{B}{B}
Chainer, Nightmare Adept|B,R|{2}{B}{R}
Chainflinger|R|{3}{R}
Chains of Mephistopheles|B|{1}{B}
Chainweb Aracnir|G|{G}
Chainwhip Cyclops|R|{4}{R}
Chakram Retriever|U|{4}{U}
Chakram Slinger|R|{4}{R}
Chalice of Life // Chalice of Death||{3}
Chalice of the Void||{X}{X}
Challenger Troll|G|{4}{G}
Chamber Sentry|B,G,R,U,W|{X}
Chamber of Manipulation|U|{2}{U}{U}
Chambered Nautilus|U|{2}{U}
Chameleon Blur|G|{3}{G}
Chameleon Colossus|G|{2}{G}{G}
Chameleon Spirit|U|{3}{U}
Champion Lancer|W|{4}{W}{W}
Champion of Arashin|W|{3}{W}
Champion of Dusk|B|{3}{B}{B}
Champion of Lambholt|G|{1}{G}{G}
Champion of Rhonas|G|{3}{G}
Champion of Stray Souls|B|{4}{B}{B}
Champion of Wits|U|{2}{U}
Champion of the Flame|R|{1}{R}
Champion of the Parish|W|{W}
Champion's Drake|U|{1}{U}
Champion's Helm||{3}
Champion's Victory|U|{U}
Chance Encounter|R|{2}{R}{R}
Chance for Glory|R,W|{1}{R}{W}
Chancellor of the Annex|W|{4}{W}{W}{W}
Chancellor of the Dross|B|{4}{B}{B}{B}
Chancellor of the Forge|R|{4}{R}{R}{R}
Chancellor of the Spires|U|{4}{U}{U}{U}
Chancellor of the Tangle|G|{4}{G}{G}{G}
Chandler|R|{4}{R}
Chandra Ablaze|R|{4}{R}{R}
Chandra Nalaar|R|{3}{R}{R}
Chandra's Defeat|R|{R}
Chandra's Embercat|R|{1}{R}
Chandra's Firemaw|R|{3}{R}{R}
Chandra's Flame Wave|R|{3}{R}{R}
Chandra's Fury|R|{4}{R}
Chandra's Ignition|R|{3}{R}{R}
Chandra's Incinerator|R|{5}{R}
Chandra's Magmutt|R|{1}{R}
Chandra's Outburst|R|{3}{R}{R}
Chandra's Outrage|R|{2}{R}{R}
Chandra's Phoenix|R|{1}{R}{R}
Chandra's Pyreling|R|{1}{R}
Chandra's Pyrohelix|R|{1}{R}
Chandra's Regulator|R|{1}{R}
Chandra's Revolution|R|{3}{R}
Chandra's Spitfire|R|{2}{R}
Chandra's Triumph|R|{1}{R}
Chandra, Acolyte of Flame|R|{1}{R}{R}
Chandra, Awakened Inferno|R|{4}{R}{R}
Chandra, Bold Pyromancer|R|{4}{R}{R}
Chandra, Fire Artisan|R|{2}{R}{R}
Chandra, Fire of Kaladesh // Chandra, Roaring Flame|R|{1}{R}{R}
Chandra, Flame's Catalyst|R|{4}{R}{R}
Chandra, Flame's Fury|R|{4}{R}{R}
Chandra, Flamecaller|R|{4}{R}{R}
Chandra, Gremlin Wrangler|R|{2}{R}{R}
Chandra, Heart of Fire|R|{3}{R}{R}
Chandra, Novice Pyromancer|R|{3}{R}
Chandra, Pyrogenius|R|{4}{R}{R}
Chandra, Pyromaster|R|{2}{R}{R}
Chandra, Torch of Defiance|R|{2}{R}{R}
Chandra, the Firebrand|R|{3}{R}
Change of Heart|W|{W}
Changeling Berserker|R|{3}{R}
Changeling Hero|W|{4}{W}
Changeling Outcast|B|{B}
Changeling Sentinel|W|{3}{W}
Changeling Titan|G|{4}{G}
Channel|G|{G}{G}
Channel Harm|W|{5}{W}
Channel the Suns|B,G,R,U,W|{3}{G}
Channeled Force|R,U|{2}{U}{R}
Channeler Initiate|G|{1}{G}
Chant of Vitu-Ghazi|W|{6}{W}{W}
Chant of the Skifsang|U|{2}{U}
Chaos Charm|R|{R}
Chaos Confetti||{4}
Chaos Harlequin|R|{2}{R}{R}
Chaos Imps|R|{4}{R}{R}
Chaos Lord|R|{4}{R}{R}{R}
Chaos Maw|R|{5}{R}{R}
Chaos Moon|R|{3}{R}
Chaos Orb||{2}
Chaos Wand||{3}
Chaos Warp|R|{2}{R}
Chaoslace|R|{R}
Chaosphere|R|{2}{R}
Chaotic Aether||
Chaotic Backlash|R|{4}{R}
Chaotic Goo|R|{2}{R}{R}
Chaotic Strike|R|{1}{R}
Chapel Geist|W|{1}{W}{W}
Chaplain's Blessing|W|{W}
Char|R|{2}{R}
Char-Rumbler|R|{2}{R}{R}
Charcoal Diamond|B|{2}
Charge|W|{W}
Charge Across the Araba|W|{4}{W}
Charge of the Forever-Beast|G|{2}{G}
Charging Badger|G|{G}
Charging Bandits|B|{4}{B}
Charging Binox|G|{7}{G}
Charging Cinderhorn|R|{3}{R}
Charging Griffin|W|{3}{W}
Charging Monstrosaur|R|{4}{R}
Charging Paladin|W|{2}{W}
Charging Rhino|G|{3}{G}{G}
Charging Slateback|R|{4}{R}
Charging Troll|G,W|{2}{G}{W}
Charging Tuskodon|R|{3}{R}{R}
Charging War Boar|G,R|{1}{R}{G}
Chariot of Victory||{3}
Chariot of the Sun||{3}
Charisma|U|{U}{U}{U}
Charity Extractor|B|{3}{B}
Charix, the Raging Isle|U|{2}{U}{U}
Charm Peddler|W|{W}
Charm School|W|{2}{W}
Charmbreaker Devils|R|{5}{R}
Charmed Griffin|W|{3}{W}
Charmed Pendant||{4}
Charmed Sleep|U|{1}{U}{U}
Charmed Stray|W|{W}
Charming Prince|W|{1}{W}
Charnel Troll|B,G|{1}{B}{G}
Charnelhoard Wurm|B,G,R|{4}{B}{R}{G}
Chart a Course|U|{1}{U}
Chartooth Cougar|R|{5}{R}
Chasm Drake|U|{4}{U}
Chasm Guide|R|{3}{R}
Chasm Skulker|U|{2}{U}
Chastise|W|{3}{W}
Chatter of the Squirrel|G|{G}
Cheap Ass|W|{1}{W}
Cheatyface|U|{U}{U}{U}
Checkpoint Officer|W|{1}{W}
Checks and Balances|U|{2}{U}
Cheering Fanatic|R|{1}{R}
Chemister's Insight|U|{3}{U}
Chemister's Trick|R,U|{U}{R}
Cherished Hatchling|G|{1}{G}
Chevill, Bane of Monsters|B,G|{B}{G}
Chicken Egg|R|{1}{R}
Chicken à la King|U|{1}{U}{U}
Chief Engineer|U|{1}{U}
Chief of the Edge|B,W|{W}{B}
Chief of the Foundry||{3}
Chief of the Scale|B,W|{W}{B}
Chieftain en-Dal|W|{1}{W}{W}
Child of Alara|B,G,R,U,W|{W}{U}{B}{R}{G}
Child of Gaea|G|{3}{G}{G}{G}
Child of Night|B|{1}{B}
